OBJECTID_12,OBJECTID,PIN15,PermitNum,ISSUE_DATE,COMMENTS,DESCRIPTIO,PID,BLDB_ACTIV,TOTAL_ROOM,BLD_Cost,ESTIMATED_,ESTIMATE_1,SQFT_LAND,SQFT_FLOOR,BLD_Type,Occupancy,TYPE,PmtStatus,BLDB_ACT_1,Name
77,3004,0821-08-87-2722,1513153,10/5/2015 0:00,"Bin # changed from 405 to 415. contract pending - This application lists the job address as 105/107 W. Chapel Hill.  This appears to be a single restaurant that will include both 105 and 107 W. Chapel Hill, but the permit cannot be issued to two addresse",KIMBRELL BUILDING - RESTAURANT UPFIT - RESTAURANT/DELI - THE APPLICATION LISTS THIS AS 105/107 W. MAIN ST.,103099,ALT,0,162500,35000,30000,0,4622,Non-Residential,Assembly (2),NON_RESI,CO Issued,Alterations,Q21
78,3005,0821-08-87-2722,18100150,1/29/2018 0:00,"D-plans - e-mail - 01/12/18    gc contact on appl - lucy.stokes19@yahoo.com
Sprinkler, fire alarm permits required - no plans provided at time of BP application.
",INTERIOR FIT-UP,103099,I_ALT,0,102375,22050,18900,0,3782,Non-Residential,Business,NON_RESI,Issued,Interior Alterations,Q21
79,3006,0821-08-87-1751,1210189,3/5/2012 0:00,"Property is located within the Historic and Design District, but Historic/Design District was not checked as required for permit issuance at log-in time. Checked by Carlos Diaz on 2/2/2012. Cooking fire suppression system permit required. Occupant load f","FIRST FLOOR ONLY; EXISTING BUILDING REPAIR; RENOVATION, ALTERATION (RE: COA1200001)",103100,I_ALT,0,254176,54745,46926,0,2710,Non-Residential,Assembly (2),NON_RESI,CO Issued,Interior Alterations,Q21
80,3007,0821-08-87-1751,1211261,9/12/2012 0:00,(BP PICKED UP BY GC 9/12/12) Approved Final Plat case #: S1200186 could not be linked due to different PID number; also site plan D1200177. C.D. Historic district was not added to permit issuance at log-in; added on 6/18/12 by CD.  removed plumbing lette,MATEO RESTAURANT - 2ND FLOOR INTERIOR; under Rehab Code (also as per COA1200001),103100,I_ALT,0,49921,10752,9217,0,5462,Non-Residential,Assembly (2),NON_RESI,CO Issued,Interior Alterations,Q21
81,3008,0821-08-87-1751,1113726,1/3/2012 0:00,bp picked up by gc 1/3/12,SELECTIVE INTERIOR DEMOLITION - ASSOCIATED WITH FORTHCOMING BUILDING PERMIT,103100,I_ALT,0,1,0,0,0,5460,Non-Residential,Business,NON_RESI,Void,Interior Alterations,Q21
82,3009,0821-08-87-1847,1210745,3/16/2012 0:00,Owner paid $50 - ck 8078 - 03/12/12. Ownerfts phone # 919-803-9599,"Temporary use. Expires 5/1/2012. . Friday- Sunday-6 P.M. - 2:00 A.M. and Sundays, except Saturday, 3/17/2012-10:00 A.M. -2:00 A.M. One 45 day renewal before 3/16/2013. Ownerfts phone # 919-803-9599",103102,OT,0,260,0,0,12283.92,0,Non-Residential,Business,NON_RESI,Void,Other,Q21
83,3010,0821-08-87-1847,1313077,10/22/2013 0:00," Please note: There are two outstanding conditions on this permit application. John Read.    EXISTING PLANS FOR 427 W. MAIN ST (1310777) UNDER REVIEW (ELEC,PLB,MECH, REVIEWED AND APPROVED UNDER 1310777) - GC picked up bldg permit 10/28/13.",BULL MCCABEftS IRISH PUB- ADDITION,103102,ADD,0,50895,10962,9396,1400,0,Non-Residential,Assembly (2),NON_RESI,CO Issued,Addition,Q21
84,3011,0821-08-87-1847,1510569,3/23/2015 0:00,"this is an online submittal (CONT. CAME IN withFLASHDRIVE TO RETRIEVE APPROVED PLANS 3.25.15) 
Fire review, inspection removed 3/10/15 TFD.",Bull McCabes -roof repair- replace corrugated metal withstanding seam metal,103102,C_ROOF,0,10000,0,0,0,0,Non-Residential,Assembly (2),NON_RESI,CO Issued,Commercial - Roofing/Re-Roofing,Q21
85,3012,0821-08-87-0879,811316,,"(OWNERS # IS 919-490-0545)  Application has been voided on 11-6-08.  Application Status Letters were sent to the applicant on 8-29-08, 10-1-08 and 10-31-08 informing them that the application would be voided on 11-6-08.",REPLACE EXISTING exit doors;  and interior. ALTERATIONS,103103,ALT,0,3500,0,0,0,0,Non-Residential,Assembly (2),NON_RESI,Void,Alterations,Q21
86,3013,0821-08-87-0879,1111080,,"The property owner listed is Jan Hryharrow. Requirement for Fire review and inspection removed, addition of Health Dept. (food service establishment) and Historic/Design review (DD zone) added by Don Moore 4/13/11.  Application has been voided on 10-31-1",BULL MCCABES IRISH PUB; removal of non-loadbearing section of wall.,103103,I_ALT,0,350,0,0,0,0,Non-Residential,Assembly (2),NON_RESI,Void,Interior Alterations,Q21
87,3014,0821-08-87-0879,1310777,10/22/2013 0:00,"PLEASE NOTE: The plans for this permit are also the plans for permit 1313077, which is still awaiting plumbing approval and removal of a Solid Waste condition. Both permits should be issued at the same time.       An unexplained condition is shown on the","BULL MCCABEftS IRISH PUB - ADDITION. 880 sq ft building addition and 1400 sq ft canopy and deck for existing restaurant zoned DD-C, and located at 415 and 427 West Main Street",103103,ADD,0,153010,32956,28248,0,2286,Non-Residential,Assembly (2),NON_RESI,CO Issued,Addition,Q21
88,3015,0821-08-87-0879,1311932,10/11/2013 0:00,"Permit voided and replaced by BP 1410801
Hood fire suppression permit required, drawings approved. - Don Moore.  The Appendix B lists the job address as both 415 and 427 W. Main, and the Appendix B also lists this job as an Addition  There is already an",BULL MCCABEftS IRISH PUB - REPLACE EXISTING RANGE HOOD (not to be confused with permit 1310777 to build addition and deck),103103,ALT,0,26973,5103,4374,0,2500,Non-Residential,Assembly (2),NON_RESI,Void,Alterations,Q21
89,3016,0821-08-87-0879,22105764,1/12/2023 0:00,**** 01/30/23 - permit package e-mailed to gc - sm ****                                                                      D-plans (enhanced rev req - target completion date 01/04/23) 12/20/22    Sent comments to gc contact on appl - jayjergensen@gma,Bull Mccabes - Interior Alteration - Kitchen Dish Pit Expansion,103103,I_ALT,0,10000,5000,2000,0,140,Non-Residential,Assembly (2),NON_RESI,Issued,Interior Alterations,Q21
90,3017,0821-08-87-0879,1410801,3/25/2014 0:00,"CO Pending Fire
As of the initial review date, 24 March, 2014, there are no conditions or stop work orders in the LDO.  John Read. - GC picked up bldg permit 03/26/14.
",CHANGE OF CONTRACTOR - RE:  1311932,103103,ALT,0,19631,3382,1850,0,2500,Non-Residential,Assembly (2),NON_RESI,CO Issued,Alterations,Q21
91,3018,0821-08-87-0943,1410787,4/3/2014 0:00,GC picked up bldg permit 04/16/14.,Interior Renovations - Lobby upgrade and 1st floor suite demo - does not include suite renovation for occupancy (RE also: 1313643),103104,I_ALT,0,31282,5092,0,0,2340,Non-Residential,Business,NON_RESI,CO Issued,Interior Alterations,Q21
92,3019,0821-08-87-0943,1312737,9/24/2013 0:00,Fire review and C/O signoff removed 9/10/13 TD. PERMIT PICKED UP 9/25/13.,EXTERIOR CANOPY,103104,ADD,0,33304.36,5421.64,0,0,0,Non-Residential,Business,NON_RESI,CO Issued,Addition,Q21
93,3020,0821-08-87-0943,1410075,2/5/2014 0:00,GC picked up bldg permit 02/05/14.,TRACKING - RE:  1313643 Change IIB to IIIB CT,103104,I_ALT,0,1,0,0,0,2066,Non-Residential,Business,NON_RESI,Void,Interior Alterations,Q21
94,3021,0821-08-87-0943,1510614,3/23/2015 0:00,"Fire review, inspection removed 3/11/15 minor alteration work TFD.; PERMIT PICKED UP 3/25/15","SUITE 102 - BREAKROOM ADDITION ONLY, no addition to footage",103104,ALT,0,13079,0,0,0,72,Non-Residential,Business,NON_RESI,CO Issued,Alterations,Q21
95,3022,0821-08-87-0943,1414115,3/23/2015 0:00,hist/design added to permit issuance 1.7.15- left off at log-in- DB  PERMIT PICKED UP BY GC ON 3/25/15.,Changes - Suite permit for occupancy improvements from permit #1413188,103104,ALT,0,69024,0,0,0,0,Non-Residential,Business,NON_RESI,CO Issued,Alterations,Q21
96,3023,0821-08-87-0943,15104127,12/17/2015 0:00,Picked up by contractor 12/18/15. D-plans. Const. Classification corrected from IIB to IIIB 2-22-1016,"SECOND FLOOR OFFICE AREA RENOVATION Const. Classification corrected from IIB to IIIB 2-22-1016
",103104,ALT,0,122193.5,26318.6,22558.8,0,5302,Non-Residential,Business,NON_RESI,CO Issued,Alterations,Q21
97,3024,0821-08-87-0943,1313643,12/27/2013 0:00,Owner on application listed as Bob Rosenbaum. - GC picked up bldg permit 12/30/13. This permit revised to type 3B construction (originally submitted as type 2B) as per tracking permit 1410075. - Don Moore,Interior Renovations,103104,I_ALT,0,24469,3300,0,0,2066,Non-Residential,Business,NON_RESI,CO Issued,Interior Alterations,Q21
98,3025,0821-08-87-0943,1413188,10/31/2014 0:00,"The owner listed on the application is 433 West Main Street Assoc., LLC.
Fire inspection removed 10/17/14 TFD. - GC picked up bldg permit 11/07/14.","RENOVATIONS TO 433 W. MAIN ST. - DEMO, RETURN TO SHELL, RENOVATE TOILETS",103104,ALT,0,169700,0,0,0,0,Non-Residential,Business,NON_RESI,CO Issued,Alterations,Q21
99,3026,0821-08-87-0943,17101497,,"Fire review, inspection removed 5/5/17 TFD.",Re-roof over existing with new TPO and ISO,103104,C_ROOF,0,46925,0,0,0,5500,Non-Residential,Business,NON_RESI,Void,Commercial - Roofing/Re-Roofing,Q21
100,3437,0821-12-86-9707,812643,9/3/2008 0:00, ,DEMOLITION - OLD AMERICAN TOBACCO BUILDING,103361,DEM,0,25840,0,0,0,4700,Non-Residential,Non-Residential,NON_RESI,CO Issued,Demolition,Q21
101,4802,0831-09-51-7923,1211664,6/11/2012 0:00,GC PICKED UP PERMIT 6/12/12.,"REPAIR 6 x 30 PORCH ON EXISTING HOUSE; replacing as currently existing (note: spans meet code, no specifics concerning existing girder support)",104900,RP,0,1000,0,0,0,180,Single Family House,Single Family,RESI,CO Issued,Repair,P21
102,4803,0831-09-51-7923,15104128,11/30/2015 0:00,"As of the initial review date, 13 November,  2015, there  no current conditions or stop work orders for either this application or parcel on the LDO. John Read. - GC picked up demo permit 12/03/15.
",Residential Demolition,104900,DEM,0,1000,0,0,0,1300,Single Family House,Single Family,RESI,CO Issued,Demolition,P21
103,4804,0831-09-61-1770,15104129,11/30/2015 0:00,"As of the initial review date, 13 November,  2015, there  no current conditions or stop work orders for either this application or parcel on the LDO. John Read. - GC picked up demo permit 12/03/15.
",Residential Demolition,104901,DEM,0,1000,0,0,0,1200,Single Family House,Single Family,RESI,CO Issued,Demolition,P21
104,4833,0821-05-99-9345,1010639,8/4/2010 0:00,"See changes per tracking permit 1210723, attached to or inserted in approved set, 3-12-12
Sprinkler, fire alarm permits required. Fire alarm plans approved. New fire alarm system - need submittal. Only residential portion of building sprinklered under a",TRANSITION HOUSING FOR SINGLE MALES - INTERIOR UPFIT,104920,I_ALT,0,82000,25500,20000,0,21276,Non-Residential,Residential (1),RESI,CO Issued,Interior Alterations,P21
105,4834,0821-05-99-9345,1210723,3/9/2012 0:00,"Revisions to exits from building on lower floor, furr-out wall to provide insulation, firestopping, and the installation of blocking within walls to carry fixtures. Revised drawings to be kept for permanent record under tracking permit number.","Tracking permit for revisions to permit 1010639, Transitional Housing for Single Males (CAARE)",104920,I_ALT,0,0,0,0,0,21276,Non-Residential,Residential (1),RESI,Void,Interior Alterations,P21
106,4835,0831-05-09-1315,15104184,12/8/2015 0:00,"As of the initial review date, 19 November,  2015, there  no current conditions or stop work orders for either this application or parcel on the LDO. John Read.
The owner listed on the application is Mark Carpenter.
Fire review, inspection removed 12/1",SLAB REPLACEMENTONLY,104923,RP,0,4250,0,0,0,18262,Non-Residential,Mixed Use Commercial,NON_RESI,CO Issued,Repair,P21
107,4836,0831-05-09-1315,1512964,9/4/2015 0:00,"Sprinkler permit required. (bp picked up 9/8/15)
Fire alarm (sprinkler monitoring) permit added 4/12/16 TFD.",DURTY BULL BREWING COMPANY - INTERIOR ALTERATION - UPFIT,104923,I_ALT,0,178750,38500,33000,0,18262,Non-Residential,Mixed Use Commercial,NON_RESI,CO Issued,Interior Alterations,P21
108,4837,0831-05-09-1315,18104225,10/23/2018 0:00,"Owner:  Mark Carpenter:  919-604-6857 Appendix B only 2 pages per John Read. 9/19/18. rlc
Sprinkler permit required.-No plans attached to site plan D1800330 approved from the planning department","Remove existing windows, add new wall partition suites 102 & 103",104923,ALT,0,17000,0,0,0,5334,Non-Residential,Business,NON_RESI,CO Issued,Alterations,P21
109,4838,0831-05-09-1315,16104307,11/28/2016 0:00,"1+ year no activity WCB
On hold pending plumbing permit and plans 12-02-2016 WCB
As of the re-review date, 17 November, 2016, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. The owner lis",ALTERATION.,104923,ALT,0,3500,0,0,0,56,Non-Residential,Storage (2),NON_RESI,Void,Alterations,P21
110,4839,0831-05-09-1315,18103917,,"This was entered as an Express Review. It is not-it is a commercial renovation. I added  Electrical, Fire, Mechanical  and Cross Connection as required reviews. John Read, 9/12/18.  johntmckinney56@gmail.com was sent an e-mail on 9/12/18 by J. Read.  As",This was entered as an Express Review. It is not-it is a commercial renovation. John Read. EXREV   remove existing windows; install new doors,104923,ALT,0,16000,500,500,0,0,Single Family House,Single Family,RESI,Void,Alterations,P21
111,4900,0831-05-09-3153,1010089,1/14/2010 0:00,Interior work only; not in locally enforced historic district.,install header to increase headroom over stairwell,104962,ALT,0,3600,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,P21
112,4901,0831-05-09-3153,912715,12/8/2009 0:00,OWNER ON APPL. IS MARRISA MADIGAN,change of use; architectfts phonenumber 919-688-2700 (owner left no phone number),104962,COO,0,2500,0,0,0,2695,Non-Residential,Business,NON_RESI,CO Issued,Change of Occupancy,P21
113,4902,0831-09-11-3387,1312718,10/1/2013 0:00,GC picked up bldg permit 10/04/13.,BROADWAY VETERINARY HOSPITAL - RENOVATION OF EXISTING BLDG FOR USE AS VETERINARY HOSPITAL,104964,ALT,0,151085,32541,27892,0,2711,Non-Residential,Business,NON_RESI,CO Issued,Alterations,P21
114,4923,0832-00-65-8978,16102819,7/25/2016 0:00,"As of the initial review date, 21 July, 2016, there no current conditions or stop work orders for either this application or parcel on the LDO. John Read.
Paid $75.00 CHeck # 5092. The South Rose Group.     08/09/16 - Demo permit mailed to gc, per gc",Demolition.,104995,DEM,0,1000,0,0,0,1100,Single Family House,Single Family,RESI,Void,Demolition,O21
115,4924,0832-00-65-8978,19100968,5/3/2019 0:00,Phone#: 3366934012,SFD new; No impervious limits; St. trees: per ZO; ZO,104995,NEW,5,330000,0,0,6428,2791,Single Family House,Single Family,RESI,CO Issued,New,O21
116,4925,0832-17-00-6685,18105001,12/20/2018 0:00,"State Contractorfts License # is valid
e-mailed comments to: benprince@princeandsons.com CW 12/11/18
Picked up by GC 12/21/18. BH 
LB Code 9161","EXREV: WHOLE HOME REMODEL AND FRONT PORCH RECONSTRUCTION/EXTENSION, CONVERT EXISTING BEDROOM TO A BATHROOM; no impervious limits; no stream buffers visible on i-maps",104996,ADD,-1,184275,13343,4345,0,0,Single Family House,Single Family,RESI,CO Issued,Addition,O21
117,4926,0832-17-00-6685,19102933,7/12/2019 0:00,contractorfts email on app: info@princeandsons.com (BP PICKED UP 7.15.19),EXREV: Construct a 10ftx16ft deck that is approximately 2ft off the ground; no MAIS - no watershed overlay,104996,R_DECK,0,5000,0,0,0,160,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,O21
118,4927,0832-17-00-6780,21102007,5/6/2021 0:00,"re-linked unit specific address 10-29-21 CRW
permit issued via email 5-7-21 CRW
As of 26 April, 2021, there are no conflicting permits, conditions or stop work orders on either the parcel or application in the LDO. Building permit application is pendin","SMPRDuplex, Unit B Interior RenovationDeck  No MAIS",104997,ALT,0,128246.28,0,0,0,96,Duplex,Duplex,MULTI_FAMILY,CO Issued,Alterations,O21
119,4928,0832-17-00-6780,21102005,5/4/2021 0:00,"re-linked unit specific address 10-29-21 CRW
permit issued via email 5-5-21 CRW
GC state license 72892 is valid no floodplain on GIS
e-mailed comments to: info@princeandsons.com CW 4/26/21","SMPRDuplex, Unit A Interior RenovationDeck  No MAIS",104997,ALT,4,118249,25469,21831,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
120,4929,0832-17-00-7709,21103131,6/24/2021 0:00,Permit Issued via Email. 6.25.21. rlc. 052317 is current Eng License 6/23/21,SMPR- INSTALL FOUR SOLDIER BEAMS AND FOUR PIERS,104998,RP,0,7500,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
121,4930,0832-17-00-6719,1513260,9/21/2015 0:00, ,TURN SCREEN PORCH INTO HEATED ROOM,105000,ALT,1,20650,1000,3750,0,224,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
122,4987,0832-17-00-6485,23103943,9/1/2023 0:00,"Permit docs sent via email 9-8-23 CRW
Approval of Load-Bearing pier at the discretion of the Field Inspector - LAC 8/31/2023","SMPRReplace 7 sections of non loadbearing skirt wall, replacew 1 corner pier - load bearing",105047,RP,0,10950,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
123,4988,0832-17-00-6580,1210931,4/16/2012 0:00,Note: allowed despite being non-conforming in location due to its being brought closer into compliance with UDO for an RU-5 zone. - Don Moore. GC PICKED UP PERMIT 4/17/12.,Convert existing duplex into single family house (no change in footprint).,105048,I_ALT,0,52100,4000,4700,5750,1208,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,O21
124,4989,0832-17-00-6407,1210310,2/21/2012 0:00,Convert duplex to single family dwelling.,CONVERT DUPLEX TO SINGLE FAMILY DWELLING,105049,ALT,0,42000,4000,4700,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
125,5041,0832-00-60-3817,18102260,5/29/2018 0:00,Trans Perry pd. by AMEX on 5.16.18. $75.00. (BP PICKED UP 6.7.18),EXREV   residential demolition,105088,DEM,0,1000,0,0,0,1100,Single Family House,Single Family,RESI,CO Issued,Demolition,O21
