OBJECTID,TARGET_FID,id,permit_,permit_typ,review_typ,date_appli,time_appli,date_issue,time_issue,processing,street_num,street_dir,street_nam,suffix,work_descr,building_f,zoning_fee,other_fee_,subtotal_p,building_2,zoning_f_2,other_fe_2,subtotal_u,building_3,zoning_f_3,other_fe_3,subtotal_w,total_fee,community_,census_tra,ward,xcoordinat,ycoordinat,latitude,longitude,Name
56,20541,2502018,100507550,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/7/2013 0:00,00:00.0,12/12/2013 0:00,00:00.0,66,1406,W,CHICAGO,AVE,"ERECT A NEW 4 STORY MASONRY BUILDING, 1ST FLOOR OFFICE SPACE, 3 DWELLING UNITS TYPE 3B CONSTRUCTION, NEW 3 CAR DETACHED MASONRY GARAGE  25ft-8in X 20 AND SITE WORK AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",1600,150,1878,3628,0,0,0,0,0,0,0,0,3628,24,242000,27,1166830.111,1905498.543,41.8962543,-87.66271038,292
57,20627,2503926,100508680,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/9/2013 0:00,00:00.0,12/6/2013 0:00,00:00.0,58,1404,W,CHICAGO,AVE,"ERECT A NEW 4 STORY MASONRY BUILDING 1ST FLOOR OFFICE SPACE AND 3 RESIDENTIAL UNITS TYPE 3B CONSTRUCTION, A NEW 3 CAR DETACHED MASONRY GARAGE 25ft-8in AND SITE WORK AS PER PLANS.",1423.96,225,1878,3526.96,0,0,0,0,0,0,0,0,3526.96,24,242000,27,1166852.225,1905499.225,41.8962557,-87.66262914,292
58,21213,2517854,100516975,PERMIT - NEW CONSTRUCTION,SELF CERT,12/20/2013 0:00,00:00.0,12/20/2013 0:00,00:00.0,0,1614,N,HONORE,ST,ERECT TWO STORY  IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR GARAGE.,1300,150,0,1450,0,0,0,0,0,0,0,0,1450,24,240300,32,1163724.685,1910857.834,41.91102663,-87.67396469,324
59,21239,2518714,100517454,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/17/2014 0:00,00:00.0,4/17/2014 0:00,00:00.0,0,1341,W,HURON,ST,"CONSTRUCT NEW ROOFTOP DECK WITH STAIRS ON EXISTING REAR FRAME GARAGE, PER PLANS.",0,75,0,75,300,0,0,300,0,0,0,0,375,24,243400,27,1167256.597,1904766.748,41.89423705,-87.66116505,292
60,21486,2525726,100521387,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/7/2014 0:00,00:00.0,2/21/2014 0:00,00:00.0,45,748,S,OAKLEY,BLVD,"REPLACE REAR 3 STORY PORCH SAME AS EXISTING, REPLACE GARDEN LEVEL AND SECOND FLOOR FURNACES, REPLACE DRYWALL AND FIXTURES IN BATHROOMS AND REPLACE KITCHEN CEILING ON SECOND FLOOR.",967.5,50,0,1017.5,0,0,0,0,0,0,0,0,1017.5,28,282800,2,1161136.521,1896469.568,41.87159823,-87.68387278,260/275
61,21975,2537953,100527524,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/14/2014 0:00,00:00.0,4/14/2014 0:00,00:00.0,0,2401,W,CONGRESS,PKWY,"RENOVATE AND UPGRADE TOILET ROOMS ON ALL THREE FLOORS, PROVIDE TWO OFFICES AT EXISTING CONFESSIONAL AREA, BUILD HALF HEIGHT WALLS FOR COMPUTER DESKS, PROVIDE NEW ROOF TOP UNIT AND DUCTWORK FOR HEATING AND NEW CARPETING AND PAINTING THROUGHOUT.",2777.83,75,0,2852.83,0,0,0,0,0,0,0,0,2852.83,28,282700,2,1160463.303,1897662.506,41.87488571,-87.68631142,128
62,22291,2546256,100532042,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/10/2014 0:00,00:00.0,4/10/2014 0:00,00:00.0,0,1749,N,LINDER,AVE,REPLACE EXISTING REAR FRAME PORCH WITH SAE PER PLANS,125,75,0,200,0,0,0,0,0,0,0,0,200,25,250300,37,1139494.012,1911290.455,41.91269044,-87.76297014,16
63,22352,2547370,100532640,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3/25/2014 0:00,00:00.0,3/25/2014 0:00,00:00.0,0,1717,N,LUNA,AVE,"REBUILD PARAPET WALLS, R/R BRICKS,  REPAIRS TO CHIMNEY AND SPOT TUCKPOINT.  WORK TO ADDRESS VIOLATIONS",250,50,0,300,0,0,0,0,0,0,0,0,300,25,250300,37,1139173.628,1910952.293,41.91176832,-87.76415541,16
64,22561,2551944,100535323,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/6/2014 0:00,00:00.0,7/16/2014 0:00,00:00.0,71,1400,W,CHICAGO,AVE,"REVISION TO PERMIT 100507547 DATED 12-03-2013. PROVIDE NEW ROOF DECK OVER GARAGE. PROVIDE NEW NON-COMBUSTIBLE METAL BALCONY SYSTEM OFF THE REAR OF THE BUILDING. EXTEND INTERIOR STAIRS FOR NEW ROOF DECK, REVISE KITCHEN LAYOUTS AS PER PLANS.",792,50,0,842,0,0,0,0,0,0,0,0,842,24,242000,27,1166896.454,1905500.589,41.89625849,-87.66246666,292
65,23234,2567034,100544065,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/4/2014 0:00,00:00.0,6/4/2014 0:00,00:00.0,0,3253,W,26TH,ST,"CHANGE THE PLUMBING CONSTRUCTION TO ZUNIGAftS PLUMBING, INC FOR THE PERMIT #100488495.",0,0,50,50,0,0,0,0,0,0,0,0,50,30,840800,22,1154872.5,1886503.861,41.84437896,-87.7071374,157
66,23517,2573542,100547670,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/26/2014 0:00,00:00.0,6/26/2014 0:00,00:00.0,0,1834,W,WABANSIA,AVE,"TUCKPOINT SOUTH ELEVATION, EAST AND NORTH ELEVATION AS NEEDED, ALL WORK SAME AS EXISTING.",250,50,0,300,0,0,0,0,0,0,0,0,300,24,240300,32,1163712.256,1911384.395,41.91247181,-87.67399547,324
67,23536,2573918,100547839,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/27/2014 0:00,00:00.0,6/27/2014 0:00,00:00.0,0,1711,N,LUNA,AVE,"DEPLACE DRYWALL, WINDOWS, DOORS, SIDING, REPLACE SHINGLES OVER GARAGE, NEW 6ft IRON FENCE (100 LF), REPLACE ROOF DECKING, REPLACE PLUMBING FIXTURES, 2 HOT WATER HEATERS,MASONRY REPAIR WORK, CORRECT BUILDING VIOLATIONS. ALL SAME AS EXISTING.",425,125,0,550,0,0,0,0,0,0,0,0,550,25,250300,37,1139175.804,1910890.265,41.91159807,-87.76414893,16
68,23583,2574509,100548206,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/11/2014 0:00,00:00.0,8/11/2014 0:00,00:00.0,0,2401,W,CONGRESS,PKWY,"REVISION TO PERMIT #100527524 TO INCREASE THE SCOPE AND INCLUDE CLASSROOMS AND TOILET ROOMS IN THE BASEMENT AREA INCLUDING NEW FINISHES, DOORS AND ELECTRICAL FOR CLASS C-3, TYPE 2 SCHOOL USE AS PER PLANS. ** SELF-CERT.PROJECT **",0,75,0,75,2777.83,0,0,2777.83,0,0,0,0,2852.83,28,282700,2,1160463.303,1897662.506,41.87488571,-87.68631142,128
69,23600,2574875,100548393,PERMIT - NEW CONSTRUCTION,SELF CERT,1/30/2015 0:00,00:00.0,2/9/2015 0:00,00:00.0,10,1617,N,HONORE,ST,"SELF CERTIFICATION PROGRAM- NEW CONSTRUCTION 2 STORY WITH BASEMENT SINGLE FAMILY RESIDENCE WITH ROOF DECK, NEW REAR OPEN PORCH AND 2-REQUIRED OPEN PARKING SPACES LOCATED AT THE REAR OF THE LOT.",1300,1575,940,3815,0,0,0,0,0,0,0,0,3815,24,240300,32,1163804.15,1910880.424,41.91108694,-87.67367212,324
70,23768,2578103,100550293,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/15/2014 0:00,00:00.0,7/15/2014 0:00,00:00.0,0,3253,W,26TH,ST,"REVISION TO PERMIT # 100488495 TO CHANGE THE GENERAL CONTRACTOR OF RECORD TO PEZZUTTI CONSTRUCTION, LLC.",0,0,50,50,0,0,0,0,0,0,0,0,50,30,840800,22,1154872.5,1886503.861,41.84437896,-87.7071374,157
71,23891,2580762,100551841,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/23/2014 0:00,00:00.0,7/23/2014 0:00,00:00.0,0,3253,W,26TH,ST,CHANGE VENT CONTRACTOR TO PLUS CONSTRUCTION INC (DBA PLUS MECHANICAL) FOR PERMIT 100488495,0,0,50,50,0,0,0,0,0,0,0,0,50,30,840800,22,1154872.5,1886503.861,41.84437896,-87.7071374,157
72,24422,2592947,100559030,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,11/24/2014 0:00,00:00.0,2/3/2015 0:00,00:00.0,71,1750,W,NORTH,AVE,"ERECT NEW 4-STORY TYPE 3B MASONRY BUILDING WITH 1 RETAIL SPACE, 3 DWELLING UNITS, ELEVATOR AND ATTACHED 3-CAR GARAGE FOR RESIDENTS ONLY, PRIVATE RESIDENTIAL ROOF DECK, REAR 3 STORY OPEN STAIR AND 2 STORY OPEN DECK, AND NEW 6ft TALL TRASH ENCLOSURE PER PLA",1736.32,225,2820,4781.32,0,0,0,0,0,0,0,0,4781.32,24,240200,32,1164226.068,1910734.239,41.91067688,-87.67212629,324
73,24700,3328800,101020543,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/27/2023 0:00,00:00.0,1/25/2024 0:00,00:00.0,90,800,N,KEDZIE,AVE,BURLINGTON AT CHICAGO KEDZIE PLAZAINTERIOR TENANT BUILDOUT AND EXTERIOR FACADE IMPROVEMENTS,8461.53,75,0,8536.53,0,0,0,0,0,0,0,0,8536.53,23,836600,27,1154853.936,1905175.142,41.89561531,-87.70670533,281
74,24919,2603945,100565433,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/14/2014 0:00,00:00.0,10/14/2014 0:00,00:00.0,0,801,S,LEAVITT,ST,SPOT TUCKPOINT AND REPAIR/REPLACE BRICKS.  NO STRUCTURAL,250,50,0,300,0,0,0,0,0,0,0,0,300,28,838200,25,1161886.539,1896388.346,41.87135974,-87.68112144,260/275
75,25028,2606633,100566891,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/7/2014 0:00,00:00.0,12/5/2014 0:00,00:00.0,28,751,S,ST LOUIS,AVE,REPAIRS TO EXISTING BALCONIES TO CORRECT VIOLATION,500,75,0,575,0,0,0,0,0,0,0,0,575,27,271500,24,1153207.368,1896257.238,41.87117651,-87.71298959,244
76,25824,2627019,100578323,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/18/2015 0:00,00:00.0,3/18/2015 0:00,00:00.0,0,3303,W,26TH,ST,"SELF-CERTIFICATION: INTERIOR ALTERATIONS WITHIN AN EXISTING TWO-STORY MEDICAL GROUP OFFICE BUILDING TO CONVERT A LARGE FILE ROOM ON THE FIRST FLOOR INTO AN OFFICE FOR A DENTAL GROUP INCLUDING; THREE EXAM BAYS, ADMIN AREA, AND OPEN STERILIZATION/STORAGE A",300,75,0,375,0,0,0,0,0,0,0,0,375,30,840800,22,1154744.874,1886500.172,41.84437139,-87.70760587,157
77,25939,2629532,100579573,PERMIT - RENOVATION/ALTERATION,SELF CERT,2/19/2015 0:00,00:00.0,2/26/2015 0:00,00:00.0,7,800,N,KEDZIE,AVE,SELF CERTIFICATION PERMIT FOR -INTERIOR DEMISING OF EXISTING TENANT SPACE FOR A DOMINOftS PIZZA IN TENANT SPACE #106,750,75,0,825,0,0,0,0,0,0,0,0,825,23,836600,27,1154853.936,1905175.142,41.89561531,-87.70670533,281
78,25941,2629542,100579580,PERMIT - RENOVATION/ALTERATION,SELF CERT,2/19/2015 0:00,00:00.0,2/26/2015 0:00,00:00.0,7,800,N,KEDZIE,AVE,SELF CERTIFICATION PERMIT FOR -INTERIOR DEMISING OF AN EXISTING TENANT SPACE TO BECOME A RETAIL TENANT SPACE #108,750,75,0,825,0,0,0,0,0,0,0,0,825,23,836600,27,1154853.936,1905175.142,41.89561531,-87.70670533,281
79,26351,2640689,100585492,PERMIT - NEW CONSTRUCTION,SELF CERT,8/3/2015 0:00,00:00.0,8/3/2015 0:00,00:00.0,0,1345,W,HURON,ST,SELF CERTIFICATION REVIEW: ERECT MASONRY 3 D.U. BUILDING (3B CONSTRUCTION) WITH 3  EXTERIOR PARKING SPACES ON CONCRETE PAD AS PER PLAN. **NO ROOF DECK.** CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1000,75,2192,3267,0,0,0,0,0,0,0,0,3267,24,243400,1,1167217.109,1904765.566,41.89423465,-87.66131011,292
80,26883,2652553,100591890,PERMIT - RENOVATION/ALTERATION,SELF CERT,7/8/2015 0:00,00:00.0,7/8/2015 0:00,00:00.0,0,1424,W,SUPERIOR,ST,"INTERIOR ALTERATIONS TO EXISTING 3- STORY FRAME BUILDING WITH BASEMENT.  REPLACE ONE STORY FRONT OPEN WOOD STAIRS AND PORCH SAME AS EXISTING. USE OF BUILDING: RESIDENTIAL 2 D.U. TO REMAIN.THIS INCLUDES ELECTRICAL, HVAC, AND PLUMBING WORK.THE FULL SITE IN",617.05,50,0,667.05,0,0,0,0,0,0,0,0,667.05,24,243300,27,1166633.839,1905158.492,41.89532538,-87.663441,292
81,27502,2666180,100599949,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/12/2015 0:00,00:00.0,6/12/2015 0:00,00:00.0,0,637,N,WALLER,AVE,ERECT A DETACHED FRAME GARAGE 22 X 22 X 12 WITH 2 SQ. FT. ROOF VENTS. SIDE DRIVE. ELECTRICAL PERMIT #100593921.,300,50,0,350,0,0,0,0,0,0,0,0,350,25,251400,29,1138254.773,1903825.597,41.89222849,-87.76770368,268
82,27593,2668058,100600985,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/15/2015 0:00,00:00.0,8/15/2015 0:00,00:00.0,0,1755,W,NORTH,AVE,"SELF-CERTIFICATION: INTERIOR TENANT  BUILDOUT AT FIRST FLOOR OF EXISTING MERCANTILE SPACE FOR USE AS DENTAL OFFICE (OCCUPANCY TYPE - E) PER PLANS. 1,515 SQ. FT.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",348.45,75,0,423.45,0,0,0,0,0,0,0,0,423.45,24,241500,2,1164181.497,1910652.893,41.91045461,-87.67229233,324
83,27631,2669238,100601676,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/27/2015 0:00,00:00.0,7/27/2015 0:00,00:00.0,0,1803,W,NORTH,AVE,"REPLACE EXISTING ENCLOSED WOOD PORCH WITH NEW OPEN WOOD PORCH (SAME SIZE, SAME LOCATION) FOR 3 STORY BRICK BUILDING",125,75,0,200,0,0,0,0,0,0,0,0,200,24,241500,2,1164065.52,1910650.244,41.91044979,-87.67271845,324
84,28066,2677818,100606613,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/27/2015 0:00,00:00.0,7/27/2015 0:00,00:00.0,0,930,S,OAKLEY,BLVD,PARAPET WALL REPAIR AND SPOT TUCKPOINTING.,250,50,0,300,0,0,0,0,0,0,0,0,300,28,282800,28,1161159.256,1895647.631,41.86934228,-87.68381215,260/275
85,28088,2678326,100606949,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,8/25/2015 0:00,00:00.0,9/14/2015 0:00,00:00.0,20,1711,N,WOLCOTT,AVE,CONSTRUCT NEW 3-STORY+BASEMENT III-B SINGLE FAMILY W/ATTACHED GARAGE AS PER PLANS,1000,1575,1253,3828,0,0,0,0,0,0,0,0,3828,24,240300,32,1163456.436,1911466.37,41.91270215,-87.67493298,324
86,28651,2690356,100613873,PERMIT - SIGNS,SIGN PERMIT,11/10/2015 0:00,00:00.0,3/17/2016 0:00,00:00.0,128,1345,S,ASHLAND,AVE,WEST ELEVATION: ILLUMINATED FRONT ELEVATION SIGN inALLIANCE PAPER & FOODSERVICE EQUIPMENTin,200,200,0,400,0,0,0,0,0,0,0,0,400,28,842900,28,1165983.045,1893648.137,41.86375397,-87.66615983,55
87,28681,2691074,100614313,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/14/2016 0:00,00:00.0,4/14/2016 0:00,00:00.0,0,916,S,BELL,AVE,"SELF-CERTIFICATION: 2-STORY MASONRY REAR ADDITION WITH INTERIOR ALTERATIONS OF AN EXISTING 2-STORY MASONRY, SINGLE FAMILY DWELLING. WORK TO INCLUDE MEP AND NEW 1-STORY OPEN FRAME REAR PORCH, AS PER PLANS.",923.13,50,0,973.13,0,0,0,0,0,0,0,0,973.13,28,838200,28,1161487.824,1895827.441,41.86982887,-87.68260088,260/275
88,29061,2698867,100618475,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/3/2015 0:00,00:00.0,12/3/2015 0:00,00:00.0,0,1836,W,WABANSIA,AVE,REAR 2 STORIES ADDITION (4A CONSTRUCTION) & SECOND FLOOR ADDITION (4A CONSTRUCTION) TO EXISTING SINGLE FAMILY RESIDENCE & REHAB WITH TWO EXTERIOR PARKING SPACES ON CONCRETE PAD AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,530.13,50,0,580.13,0,0,0,0,0,0,0,0,580.13,24,240300,32,1163689.201,1911383.795,41.91247065,-87.67408019,324
89,29605,2711285,100625283,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/16/2015 0:00,00:00.0,1/13/2016 0:00,00:00.0,28,1711,N,WOLCOTT,AVE,REVISION TO PERMIT 100606949:  CONVERT FROM 3-STORY TO 2-STORY - ROOFTOP ENCLOSURE - MECHANICAL RM ADDED - FRONT ENTRY STAIR - REAR DECK - 2ND FLR RECONFIGURATION - M.E.P - STRUCTURAL REVISIONS RELATED TO CHANGES AS PER PLANS.(CONDITIONAL PERMIT SUBJECT,1228.07,50,0,1278.07,0,0,0,0,0,0,0,0,1278.07,24,240300,32,1163456.436,1911466.37,41.91270215,-87.67493298,324
90,29774,2715423,100627453,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/21/2016 0:00,00:00.0,3/21/2016 0:00,00:00.0,0,1453,W,HURON,ST,REMOVAL OF EXITING WOODEN PORCH IN REAR OF 3 STORY APARTMENT BUILDING TO PROVIDE NEW STEEL PORCH,300,75,0,375,0,0,0,0,0,0,0,0,375,24,243300,27,1166379.748,1904742.702,41.89418987,-87.66438612,292
91,29809,2716232,100627828,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/6/2016 0:00,00:00.0,1/6/2016 0:00,00:00.0,0,1756,W,NORTH,AVE,RECONSTRUCT ENCLOSED PORCH NEW FRAME STAIR AND WALKWAY AS PER PLANS,200,50,0,250,0,0,0,0,0,0,0,0,250,24,240200,32,1164162.417,1910732.413,41.91067322,-87.67236016,324
92,29849,2717177,100628347,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/18/2015 0:00,00:00.0,12/18/2015 0:00,00:00.0,0,1716,N,LUNA,AVE,"MASONRY REPAIR WORK & TUCKPOINTING TO ADDRESS VIOLATIONS. REPLACE DOORS,WINDOWS, DRYWALL, ELECTRICAL PERMIT # 100628243 ISSUED 12/17/2015. REPALCE SOFFIT, GUTTERS & ERECT A 6ft WOOD FENCE WITH 150 LN. FT.",225,75,0,300,0,0,0,0,0,0,0,0,300,25,250300,37,1139093.679,1910949.414,41.91176188,-87.76444919,16
93,30169,2725264,100632591,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/15/2016 0:00,00:00.0,1/23/2018 0:00,00:00.0,679,2639,S,SAWYER,AVE,"THIS PERMIT IS IN RESPONSE TO THE CURRENT NOTICE OF VIOLATION #515TO456538 ISSUED BY THE DEPARTMENT OF BUILDINGS ON OCTOBER 2, 2015. THE SCOPE OF THIS PROJECT IS TO BRING THE EXISTING NON-COMPLYING ADDITION UP TO CODE. NEW 2 STORY WOOD FRAME ADDITION AND",750,75,625,1450,0,0,0,0,0,0,0,0,1450,30,840800,12,1155164.197,1886126.429,41.8433374,-87.70607703,157
94,30480,2732204,100636239,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/1/2016 0:00,00:00.0,4/12/2016 0:00,00:00.0,42,1836,W,WABANSIA,AVE,"REPLACE EXISTING 2X10ftS @ 1ST FLOOR WITH NEW 14in TRUSSES, REMOVE ROTTEN 8 X8 @ 1ST FLOOR AND BRICK ABOVE AND REPLACE WITH 3 HOUR BRICK BLOCK WALL IN EXISTING SINGLE FAMILY RESIDENCE, ERECT A SECOND FLOOR ADDITION (4A CONSTRUCTION) AS PER PLAN (PREVIOUS P",861.47,50,625,1536.47,0,0,0,0,0,0,0,0,1536.47,24,240300,32,1163689.201,1911383.795,41.91247065,-87.67408019,324
95,31023,2743566,100642879,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/1/2016 0:00,00:00.0,4/1/2016 0:00,00:00.0,0,926,S,BELL,AVE,"REVISION TO PERMIT #100545033 TO CHANGE THE GENERAL CONTRACTOR OF RECORD TO KASPER DEVELOPMENT. MASON TO LOLO CONSTRUCTION, INC. HVAC/REFRIGERATION TO K & B HEATING & COOLING. PLUMBER TO M. DIFOGGIO.",0,0,250,250,0,0,0,0,0,0,0,0,250,28,838200,28,1161490.427,1895733.966,41.86957231,-87.68259393,260/275
96,31138,1787649,100167033,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/23/2007 0:00,00:00.0,8/21/2007 0:00,00:00.0,29,2237,W,TAYLOR,ST,DECONVERSION FROM 7 UNIT TO 6 UNIT INTERIOR ALTERATIONS PER VIOLATIONS. (DECONVERT ENTIRE 3RD FLR TO ONE UNIT). REMOVE & CAP PIPING AT 3RD FLR KITCHEN. PROVIDE SMOKE DETECTORS. REPLACE INTERIOR STAIR. REPLACE EXISTING ENCLOSED REAR STAIR WITH NEW 3 STORY,272.5,75,0,347.5,0,0,0,0,0,0,0,0,347.5,0,0,0,1161456.33,1895494.403,41.86891564,-87.68272577,260/275
97,31159,2746299,100644598,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,5/19/2016 0:00,00:00.0,7/27/2016 0:00,00:00.0,69,1410,W,HURON,ST,"NEW 3-STORY, 3 D.U., MASONRY BUILDING WITH BASEMENT (3B CONSTRUCTION), NEW OPEN STEEL PORCH & STAIR, NEW 3-CAR MASONRY GARAGE, NEW CEDAR & W.I. FENCE, PER PLAN. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **",3541.25,225,1252,5018.25,0,0,0,0,0,0,0,0,5018.25,24,243300,27,1166798.427,1904833.75,41.89443074,-87.66284583,292
98,31237,2747360,100645255,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/3/2016 0:00,00:00.0,8/15/2016 0:00,00:00.0,104,1636,N,WINCHESTER,AVE,ERECT 2 STORY FRAME ADDITION PER PLANS TO EXISTING 2 STORY MASONRY BLDG W/BSMT & ERECT 1 STORY OPEN NON-COMBUSTIBLE REAR DECK W/STEEL PERGOLA ALONG WITH SOUTH END & 6 FT HIGH MASONRY WALLS ALONG NORTH & SOUTH SIDES OF REAR YARD.  INTERIOR ALTERATIONS TO,2147.87,50,0,2197.87,0,0,0,0,0,1500,0,1500,3697.87,24,240300,2,1163054.645,1911065.99,41.91161193,-87.67642032,324
99,31505,2752334,100648137,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/11/2016 0:00,00:00.0,6/3/2016 0:00,00:00.0,23,917,S,BELL,AVE,REPLACE EXISTING FRONT BRICK AND CONCRETE OPEN PORCH WITH SAME SIZE AND LOCATION AND REPAIR EXISTING FRONT BRICK FACADE.,500,75,0,575,0,0,0,0,0,0,0,0,575,28,838200,28,1161567.793,1895829.681,41.86983335,-87.68230723,260/275
100,31633,2754272,100649335,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/16/2016 0:00,00:00.0,5/24/2016 0:00,00:00.0,8,1250,S,ASHLAND,AVE,"ALTERATIONS TO AN EXISTING RETAIL SPACE AS PER PLANS (SPACE 7, VILLA STORE #129).       **Self-Certification Project  -  Conditional Permit: Subject to audit & field inspections**",1748.75,75,0,1823.75,0,0,0,0,0,0,0,0,1823.75,28,842900,28,1165886.759,1894238.115,41.86537498,-87.66649646,55
101,31859,2758000,100651630,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/24/2016 0:00,00:00.0,5/24/2016 0:00,00:00.0,0,3350,W,EVERGREEN,AVE,replace (11) lintels (not longer than 6ft). replace brick on parapet- all work same as existing (no structural work); subject to field inspections,475,75,0,550,0,0,0,0,0,0,0,0,550,23,230900,26,1153565.174,1908814.794,41.90562859,-87.71134176,306
102,31878,2758599,100652044,PERMIT - NEW CONSTRUCTION,SELF CERT,9/14/2016 0:00,00:00.0,9/14/2016 0:00,00:00.0,0,1547,N,WOOD,ST,"SELF CERTIFICATION REVIEW: ERECT 2 D.U. BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR GARAGE (3B CONSTRUCTION) AS PER PLAN.",300,1575,1880,3755,0,0,0,0,0,0,0,0,3755,24,241500,2,1164148.509,1910542.465,41.91015228,-87.67241663,324
103,32150,2764002,100655182,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,11/23/2016 0:00,00:00.0,11/23/2016 0:00,00:00.0,0,2248,W,TAYLOR,ST,"VACANT LOT, PROPOSED A-2 NEW 3-STORY 3-UNIT RESIDENTIAL BUILDING PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",2000,75,0,2075,0,0,0,0,0,0,0,0,2075,28,838200,28,1161334.173,1895571.064,41.86912854,-87.68317211,260/275
104,32350,2768070,100657642,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/19/2016 0:00,00:00.0,9/16/2016 0:00,00:00.0,59,3218,W,CHICAGO,AVE,"INTERIOR RENOVATION OF AN EXISTING FOOT LOCKER TENANT SPACE WITH AN INCLUSION OF A NEW PUMA DEPARTMENT. WORK INCLUDES MECHANICAL, ELECTRICAL AND PLUMBING. TOTAL SQUARE FOOTAGE OF WORK 5000 SQF**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDI",1150,75,0,1225,0,0,0,0,0,0,0,0,1225,23,836600,27,1154652.952,1905187.857,41.89565423,-87.70744316,281
105,32814,2776237,100662647,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6/5/2017 0:00,00:00.0,6/5/2017 0:00,00:00.0,0,739,N,ADA,ST,"CONVERT EXISTING 4 STORY MASONRY SCHOOL BUILDING TO 34 RESIDENTIAL UNITS WITH ATTACHED GARAGE AND NEW COURTYARD INFILL, TO INCLUDE NEW ELEVATOR, ROOF DECK,NEW FENCE, AND DEMO EXISTING BOILER ROOM.",300,75,4,379,0,0,0,0,35607.84,0,0,35607.84,35986.84,24,243400,27,1167232.603,1905230.933,41.89551132,-87.66123981,292
106,33319,2785263,100668032,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9/2/2016 0:00,00:00.0,9/2/2016 0:00,00:00.0,0,1836,W,WABANSIA,AVE,"ERECT DETACHED MASONRY GARAGE (24ft X 20ft X 15ft MAX.), ALLEY DRIVE, 3 SQ FT ROOF VENTS",500,50,0,550,0,0,0,0,0,0,0,0,550,24,240300,32,1163689.201,1911383.795,41.91247065,-87.67408019,324
